Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoCurva: 1 = Equação, 2 = Tabela
TipoEquacao: 1 = Potência (Q(H) = a(H - h0)^n), 2 = Linear (Q(H) = a0 + a1H), 3 = Parabólica (Q(H) = a0 + a1H + a2H^2), 4 = Cúbica (Q(H) = a0 + a1H + a2H^2 + a3H^3)

Restrições da consulta:
Código da Estação:60680000


EstacaoCodigo;NivelConsistencia;PeriodoValidadeInicio;PeriodoValidadeFim;CotaMaxima;CotaMinima;TipoCurva;NumeroCurva;TipoEquacao;CoefA;CoefH0;CoefN;CoefA0;CoefA1;CoefA2;CoefA3;TabelaPassoCota;TabelaVazao
60680000;2;01/01/1951;12/01/1956;"177,0";"50,0";1;01/04;1;"54,2277";"0,12";"1,591";;;;;"1,0";
60680000;2;01/01/1951;12/01/1956;"233,0";"177,0";1;02/04;1;"71,0255";"0,38";"1,6";;;;;"1,0";
60680000;2;01/01/1951;12/01/1956;"326,0";"233,0";1;03/04;1;"93,744";"0,69";"1,6";;;;;"1,0";
60680000;2;01/01/1951;12/01/1956;"550,0";"326,0";1;04/04;1;"4,1281";"-1,88";"2,83";;;;;"1,0";
60680000;2;13/01/1956;15/06/1965;"236,0";"50,0";1;01/03;1;"58,12";"0,11";"1,6";;;;;"1,0";
60680000;2;13/01/1956;15/06/1965;"326,0";"236,0";1;02/03;1;"93,744";"0,69";"1,6";;;;;"1,0";
60680000;2;01/11/2017;31/12/2021;"156,0";"101,0";1;02/04;1;"53,1698";"-0,19";"1,58";;;;;"1,0";
60680000;2;01/11/2017;31/12/2021;"188,0";"156,0";1;03/04;1;"4,004";"-1,5";"3,103";;;;;"1,0";
60680000;2;01/11/2017;31/12/2021;"700,0";"188,0";1;04/04;1;"4,1281";"-1,88";"2,83";;;;;"1,0";
60680000;2;14/12/1987;12/03/2015;"335,0";"10,0";1;01/02;1;"52,628";"-0,3";"1,65";;;;;"1,0";
60680000;2;14/12/1987;12/03/2015;"700,0";"335,0";1;02/02;1;"4,1281";"-1,88";"2,83";;;;;"1,0";
60680000;2;13/03/2015;31/10/2017;"46,0";"0,0";1;01/03;1;"47,596";"-0,28";"1,564";;;;;"1,0";
60680000;2;13/03/2015;31/10/2017;"124,0";"46,0";1;02/03;1;"58,7606";"-0,19";"1,58";;;;;"1,0";
60680000;2;13/03/2015;31/10/2017;"700,0";"124,0";1;03/03;1;"4,1281";"-1,88";"2,83";;;;;"1,0";
60680000;2;01/11/2017;31/12/2021;"101,0";"10,0";1;01/04;1;"47,596";"-0,28";"1,564";;;;;"1,0";
60680000;2;13/01/1956;15/06/1965;"550,0";"326,0";1;03/03;1;"4,1281";"-1,88";"2,83";;;;;"1,0";
60680000;2;16/06/1965;03/08/1970;"268,0";"30,0";1;01/03;1;"53,1698";"-0,19";"1,58";;;;;"1,0";
60680000;2;16/06/1965;03/08/1970;"326,0";"268,0";1;02/03;1;"93,744";"0,69";"1,6";;;;;"1,0";
60680000;2;16/06/1965;03/08/1970;"550,0";"326,0";1;03/03;1;"4,1281";"-1,88";"2,83";;;;;"1,0";
60680000;2;04/08/1970;13/12/1987;"124,0";"30,0";1;01/02;1;"58,7606";"-0,19";"1,58";;;;;"1,0";
60680000;2;04/08/1970;13/12/1987;"550,0";"124,0";1;02/02;1;"4,1281";"-1,88";"2,83";;;;;"1,0";
60680000;1;01/01/2022;31/12/2025;"126,0";"0,0";1;01/03;1;"47,596";"-0,28";"1,564";;;;;;
60680000;1;01/01/2022;31/12/2025;"188,0";"126,0";1;02/03;1;"4,004";"-1,5";"3,103";;;;;;
60680000;1;01/01/2022;31/12/2025;"700,0";"188,0";1;03/03;1;"4,1281";"-1,88";"2,83";;;;;;
