Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:60635000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
60635000;1;01/09/2024;;1;1;"0,6851";"0,4697";"0,5658";1;22;1;1;1;"0,0";0;"0,6851";"0,6851";"0,6851";"0,6851";"0,6851";"0,6851";"0,6851";"0,5721";"0,5721";"0,5721";"0,5721";"0,5721";"0,5721";"0,5721";"0,5721";"0,5721";"0,5196";"0,5196";"0,5196";"0,5196";"0,5196";"0,4697";"0,4697";"0,4697";"0,4697";"0,4697";"0,4697";"0,4697";"0,5721";"0,5721";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60635000;1;01/07/2024;;1;1;"1,5857";"1,0872";"1,2861";1;23;1;1;1;;0;"1,5857";"1,5857";"1,5857";"1,5857";"1,5857";"1,5857";"1,5857";"1,4088";"1,4088";"1,3244";"1,3244";"1,3244";"1,3244";"1,2426";"1,2426";"1,2426";"1,2426";"1,2426";"1,1636";"1,1636";"1,1636";"1,1636";"1,0872";"1,0872";"1,0872";"1,0872";"1,0872";"1,0872";"1,0872";"1,0872";"1,0872";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60635000;1;01/06/2024;;1;1;"2,1818";"1,4959";"1,9232";1;30;1;1;1;;0;"2,1818";"2,1818";"2,1818";"2,1284";"2,0756";"2,0756";"2,0756";"2,0756";"2,0756";"2,0756";"2,0756";"2,0756";"1,9722";"1,9722";"1,9722";"1,9722";"1,9722";"1,9215";"1,8715";"1,8715";"1,8222";"1,7735";"1,7735";"1,7735";"1,6783";"1,6783";"1,6783";"1,6783";"1,5405";"1,4959";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60635000;1;01/05/2024;;1;1;"3,2136";"2,3501";"2,6578";1;28;1;1;1;;0;"3,2136";"3,1449";"3,0085";"2,9746";"2,9409";"2,8736";"2,8402";"2,8402";"2,8068";"2,8068";"2,7403";"2,7403";"2,7403";"2,6742";"2,6742";"2,6086";"2,6086";"2,6086";"2,5433";"2,4785";"2,4785";"2,4785";"2,4785";"2,4462";"2,4141";"2,4141";"2,4141";"2,3501";"2,3501";"2,3501";"2,3501";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60635000;1;01/04/2024;;1;1;"17,5374";"3,2828";"6,8998";5;28;1;1;1;;0;"5,8281";"10,6846";"12,0519";"17,2197";"17,5374";"15,0501";"6,4759";"5,7483";"6,069";"6,394";"12,7749";"7,9927";"6,3123";"5,4712";"5,0429";"4,8129";"5,6291";"9,3144";"5,5896";"4,8129";"4,5105";"4,2131";"3,9208";"3,6337";"3,3871";"3,3523";"3,3175";"3,2828";"3,2828";"3,2828";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
60635000;1;01/03/2024;;1;1;"13,459";"2,9409";"6,2895";10;2;1;1;1;;0;"3,1107";"2,9409";"3,0765";"4,6233";"3,9933";"3,4571";"3,8485";"11,5285";"9,4493";"13,459";"5,7483";"4,4357";"4,0663";"5,4319";"4,7369";"5,1976";"9,8569";"6,9726";"6,7231";"5,3927";"4,6611";"4,3612";"4,7749";"5,9884";"5,55";"6,8892";"8,8683";"10,3607";"6,5169";"11,8133";"7,1402";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60635000;1;01/02/2024;;1;1;"40,0311";"3,3523";"10,258";6;29;1;1;1;;0;"12,5811";"5,5106";"6,8476";"8,8683";"11,0577";"40,0311";"37,1162";"22,1803";"19,0887";"12,5811";"12,6295";"11,9086";"6,8892";"6,394";"7,2244";"7,4358";"5,4319";"4,699";"4,25";"4,3984";"9,948";"8,1225";"6,1094";"5,5106";"4,7369";"4,5105";"4,4357";"3,6337";"3,3523";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0
60635000;1;01/01/2024;;1;1;"9,0461";"2,6742";"5,0827";26;30;1;1;1;"0,0";0;"3,9208";"4,3612";"7,0982";"4,8129";"5,2755";"6,4349";"5,4319";"6,069";"3,5982";"5,0815";"5,4319";"3,9208";"2,7735";"3,1449";"7,6916";"7,2244";"6,4759";"4,0298";"3,0085";"6,806";"4,5105";"5,5106";"7,6488";"4,8129";"7,2244";"9,0461";"4,1763";"3,3523";"2,9409";"2,6742";"3,0765";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60635000;1;01/12/2023;;1;1;"5,0429";"0,9426";"2,0777";4;19;1;1;1;"0,0";0;"1,5857";"1,5405";"2,6742";"5,0429";"2,7735";"2,2865";"1,9215";"1,6783";"1,5857";"1,5857";"2,0236";"2,1284";"2,0236";"1,6783";"1,5857";"1,4088";"1,2832";"1,0872";"0,9426";"1,3663";"1,5857";"1,7735";"2,0756";"2,3501";"2,9746";"3,3523";"2,7403";"1,9722";"2,0236";"2,3501";"3,0085";;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
60635000;1;01/11/2023;;1;1;"3,2482";"0,7767";"1,5201";28;19;1;1;1;"0,0";0;"1,6783";"1,7256";"1,6783";"1,6783";"1,8222";"1,8715";"1,5857";"1,4088";"1,4088";"1,3244";"1,1636";"1,0501";"0,9777";"0,9426";"0,9426";"0,908";"0,841";"0,8085";"0,7767";"1,2832";"2,4141";"1,5405";"1,4088";"1,3244";"1,2832";"1,5405";"2,9072";"3,2482";"2,2865";"1,7735";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60635000;1;01/10/2023;;1;1;"4,1395";"1,2426";"1,8753";15;30;1;1;1;"0,0";0;"1,7735";"1,8715";"2,5433";"3,0085";"2,0756";"1,7735";"1,6317";"1,5857";"1,5857";"1,5857";"1,5857";"1,4959";"1,4959";"3,8485";"4,1395";"2,0236";"2,3182";"1,6783";"1,5405";"1,4088";"1,5405";"1,5857";"1,4959";"1,4959";"2,0756";"1,8222";"1,6783";"1,452";"1,4088";"1,2426";"1,3663";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60635000;1;01/09/2023;;1;1;"1,9215";"1,1636";"1,4814";29;20;1;1;1;"0,0";0;"1,7735";"1,7735";"1,7735";"1,7735";"1,6783";"1,5857";"1,6783";"1,6783";"1,6783";"1,5857";"1,5857";"1,5857";"1,4088";"1,4088";"1,4088";"1,2426";"1,2426";"1,2426";"1,2028";"1,1636";"1,1636";"1,2426";"1,2426";"1,2426";"1,2426";"1,2426";"1,4088";"1,5857";"1,9215";"1,6783";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60635000;1;01/08/2023;;1;1;"1,9722";"1,4959";"1,7022";1;20;1;1;1;"0,0";0;"1,9722";"1,9722";"1,9722";"1,9722";"1,8715";"1,8715";"1,8715";"1,7735";"1,7735";"1,7735";"1,7735";"1,5857";"1,5857";"1,5857";"1,5857";"1,5857";"1,5857";"1,5857";"1,5857";"1,4959";"1,4959";"1,4959";"1,4959";"1,4959";"1,4959";"1,5857";"1,5857";"1,8715";"1,8715";"1,8222";"1,7735";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60635000;1;01/07/2023;;1;1;"2,4785";"1,9722";"2,2432";1;27;1;1;1;"0,0";0;"2,4785";"2,4785";"2,4785";"2,4785";"2,4785";"2,4785";"2,3501";"2,3501";"2,3501";"2,3501";"2,3501";"2,3501";"2,3501";"2,2865";"2,2865";"2,2865";"2,2865";"2,1818";"2,1818";"2,1818";"2,1818";"2,1818";"2,0756";"2,0756";"2,0756";"2,0756";"1,9722";"1,9722";"1,9722";"1,9722";"1,9722";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
