Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:60650000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
60650000;1;01/09/2024;;1;1;"27,8649";"4,6245";"7,0531";29;22;1;1;1;"0,0";0;"7,759";"6,5063";"7,2737";"6,9606";"7,2737";"7,1161";"6,9606";"6,5063";"7,4334";"6,8071";"6,8071";"7,1161";"6,8071";"6,6557";"7,2737";"7,1161";"6,8071";"6,8071";"6,6557";"4,9955";"4,8699";"4,6245";"5,3839";"4,8699";"4,8699";"5,5172";"4,8699";"4,8699";"27,8649";"6,2137";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
60650000;1;01/07/2024;;1;1;"11,0774";"8,7867";"9,9956";7;14;1;1;1;;0;"10,0842";"8,9655";"9,8922";"9,515";"10,6734";"10,6734";"11,0774";"10,6734";"10,2784";"9,8922";"9,8922";"9,515";"10,0842";"8,7867";"9,1465";"10,4748";"11,0774";"10,6734";"10,6734";"10,2784";"9,515";"10,6734";"9,515";"9,8922";"9,515";"9,8922";"9,515";"9,515";"9,515";"9,515";"10,4748";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60650000;1;01/06/2024;;1;1;"16,6516";"9,8922";"12,9265";1;29;1;1;1;"0,0";0;"16,6516";"15,8796";"15,8796";"15,3772";"15,1296";"14,8844";"15,1296";"14,1632";"14,4012";"14,1632";"13,9276";"13,4634";"13,2349";"12,7849";"12,7849";"11,9128";"12,3442";"12,7849";"12,1273";"11,7005";"12,1273";"11,4906";"11,4906";"11,4906";"10,8743";"10,4748";"10,6734";"10,2784";"9,8922";"10,2784";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
60650000;1;01/05/2024;;1;1;"28,3006";"16,3919";"20,753";1;25;1;1;1;"0,0";0;"28,3006";"27,8649";"26,998";"26,3053";"25,6235";"24,9524";"24,292";"23,9657";"22,6873";"22,0638";"21,7559";"20,848";"21,7559";"20,5505";"20,2555";"20,2555";"19,3861";"19,1013";"18,8191";"18,2623";"18,2623";"18,2623";"17,1786";"16,9139";"16,3919";"16,3919";"17,4458";"17,1786";"16,9139";"17,4458";"16,9139";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60650000;1;01/04/2024;;1;1;"153,5004";"28,7378";"54,8342";5;30;1;1;1;"0,0";0;"67,403";"56,2737";"56,0202";"72,9927";"153,5004";"81,9675";"85,5644";"80,0449";"60,8789";"72,9927";"68,725";"70,8518";"68,725";"62,6909";"49,0263";"41,0572";"42,9605";"42,2446";"45,3658";"46,579";"37,5405";"36,6145";"31,8383";"30,723";"35,235";"30,501";"29,8371";"28,9569";"29,1765";"28,7378";;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;0
60650000;1;01/03/2024;;1;1;"111,6368";"33,1879";"59,7417";10;3;1;1;1;;0;"33,414";"43,9192";"33,1879";"46,3358";"38,2383";"38,2383";"35,9233";"34,5497";"53,75";"111,6368";"56,7814";"102,5863";"51,9987";"48,0441";"46,0929";"47,7992";"48,0441";"49,519";"52,4978";"87,515";"76,2298";"50,0128";"84,4541";"60,3633";"60,1059";"53,75";"86,1207";"87,7945";"71,3857";"90,3182";"71,3857";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60650000;1;01/02/2024;;1;1;"211,8425";"29,1765";"82,4141";9;1;1;1;1;;0;"29,1765";"51,252";"55,5139";"170,115";"155,0816";"125,668";"150,6632";"117,8611";"211,8425";"150,9779";"133,889";"113,4076";"93,7073";"65,824";"66,6125";"58,3106";"49,0263";"55,0087";"49,2725";"45,8502";"51,252";"54,0012";"56,7814";"56,5274";"58,5664";"44,6412";"47,3103";"37,7728";"34,0944";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0
60650000;1;01/12/2023;;1;1;"176,6029";"8,093";"27,8097";31;18;3;3;3;"0,0";0;"17,9876";"11,9128";"20,2555";"22,0638";"23,3212";"29,1765";"20,5505";"14,4012";"11,2829";"14,8844";"32,7367";"27,8649";"16,6516";"19,3861";"11,9128";"10,2784";"9,515";"8,093";"19,3861";"11,0774";"78,1323";"41,7687";"40,5844";"26,3053";"24,6208";"23,0029";"26,6503";"25,6235";"28,0826";"17,9876";"176,6029";;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;
60650000;1;01/11/2023;;1;1;"113,4076";"4,8699";"19,0154";27;16;3;3;3;"0,0";0;"9,515";"26,998";"8,093";"24,9524";"9,1465";"10,0842";"8,093";"8,4356";"9,3296";"7,4334";"6,2137";"5,6525";"5,3839";"6,8071";"5,3839";"4,8699";"6,2137";"6,8071";"5,6525";"77,5877";"14,6416";"40,1127";"17,4458";"27,2142";"16,1345";"11,4906";"113,4076";"31,3911";"27,4307";"18,5395";;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;0
60650000;1;01/10/2023;;1;1;"45,3658";"7,1161";"12,6045";7;10;1;1;1;"0,0";0;"7,2737";"16,9139";"11,9128";"12,7849";"16,3919";"14,1632";"45,3658";"16,9139";"8,093";"7,1161";"11,0774";"9,515";"10,2784";"33,1879";"27,4307";"16,9139";"11,2829";"9,515";"8,7867";"7,1161";"8,093";"7,4334";"7,1161";"7,4334";"8,093";"8,093";"8,7867";"8,4356";"7,4334";"7,1161";"10,6734";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60650000;1;01/09/2023;;1;1;"37,7728";"5,3839";"10,1305";2;24;1;1;1;"0,0";0;"11,0774";"37,7728";"14,8844";"11,4906";"11,9128";"11,9128";"11,0774";"10,6734";"10,2784";"9,8922";"9,515";"9,515";"8,7867";"8,093";"7,4334";"6,8071";"8,2632";"11,9128";"7,5951";"6,9606";"6,5063";"6,2137";"5,7898";"5,3839";"7,2737";"10,2784";"9,8922";"9,1465";"8,6101";"8,9655";;;;;;;;;;;;;;;;1;1;;;;;;;;;;;1;1;;1;0
60650000;1;01/08/2023;;1;1;"35,6936";"9,1465";"11,1929";30;12;1;1;1;"0,0";0;"10,2784";"10,2784";"9,8922";"9,8922";"10,6734";"10,2784";"10,2784";"9,8922";"9,515";"9,515";"9,515";"9,1465";"9,1465";"9,515";"9,8922";"9,8922";"10,6734";"11,0774";"10,6734";"9,1465";"11,0774";"11,0774";"10,2784";"9,8922";"10,2784";"9,8922";"9,515";"15,6272";"12,5634";"35,6936";"11,9128";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60650000;1;01/07/2023;;1;1;"17,4878";"10,2784";"13,1227";1;31;1;1;1;"0,0";0;"17,4878";"17,044";"16,6059";"16,6059";"13,2349";"14,6416";"14,6416";"14,1632";"13,2349";"13,2349";"13,2349";"13,2349";"13,2349";"12,7849";"13,0087";"12,7849";"12,7849";"12,7849";"12,7849";"12,7849";"12,3442";"11,9128";"11,4906";"11,9128";"11,9128";"11,9128";"11,4906";"11,0774";"11,0774";"11,0774";"10,2784";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60650000;1;01/06/2023;;1;1;"21,2424";"17,044";"19,4";1;29;1;1;1;"0,0";0;"21,2424";"20,7532";"20,7532";"20,2697";"20,2697";"20,7532";"20,7532";"19,7918";"19,7918";"19,7918";"19,7918";"19,3197";"20,2697";"20,2697";"20,2697";"20,2697";"19,3197";"19,7918";"19,7918";"19,3197";"18,3924";"18,3924";"18,3924";"18,3924";"18,3924";"18,3924";"17,4878";"17,4878";"17,044";"17,044";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60650000;1;01/05/2023;;1;1;"31,3911";"21,2424";"25,4491";1;27;1;1;1;"0,0";0;"31,3911";"30,0581";"28,7378";"30,0581";"28,7378";"27,8649";"28,3006";"28,3006";"27,4307";"26,998";"26,998";"26,4464";"25,9005";"26,998";"25,3602";"24,8256";"25,3602";"24,8256";"24,2967";"24,2967";"23,7735";"24,2967";"22,744";"22,2378";"22,2378";"21,7372";"21,2424";"22,744";"22,2378";"21,2424";"21,2424";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60650000;1;01/04/2023;;1;1;"82,243";"32,7367";"50,2972";14;30;1;1;1;"0,0";0;"35,235";"34,5497";"56,0202";"41,0572";"39,6423";"37,3085";"46,579";"50,0128";"43,4393";"48,2893";"62,9507";"81,6922";"66,0866";"82,243";"80,0449";"74,3378";"51,252";"44,8824";"50,2601";"52,2481";"46,8225";"42,4829";"40,1127";"42,0065";"40,1127";"37,3085";"72,7243";"38,7051";"37,7728";"32,7367";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
60650000;1;01/03/2023;;1;1;"102,2971";"35,9233";"58,3618";22;7;1;1;1;"0,0";0;"46,3358";"43,9192";"48,2893";"44,4002";"41,0572";"36,8455";"35,9233";"41,0572";"71,9205";"55,7669";"44,4002";"49,519";"54,7564";"65,824";"68,1955";"100,8541";"100,2782";"76,501";"76,7723";"84,177";"68,1955";"102,2971";"82,7946";"64,5145";"53,75";"49,7658";"43,9192";"41,5313";"39,6423";"38,7051";"37,3085";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60650000;1;01/02/2023;;1;1;"98,2681";"42,4829";"63,8061";9;17;1;1;1;"0,0";0;"68,1955";"58,8224";"59,5917";"61,3954";"59,8487";"52,4978";"48,7804";"51,0036";"98,2681";"74,0683";"93,4239";"77,8599";"77,3157";"73,5301";"53,75";"47,3103";"42,4829";"51,252";"59,8487";"57,2902";"77,5877";"84,4541";"64,5145";"62,4314";"74,6074";"58,3106";"53,2483";"44,8824";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
